pair_id,role,smiles,reason
train__train_771__RHEA_33683,product,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.CCCCCCCCCCCCCCCCCC(=O)[C@@H]([NH3+])CO.O=C=O,clash_all
train__train_771__RHEA_35675,reactant,CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-].[H+].[NH3+][C@@H](CO)C(=O)[O-],clash_all
train__train_771__RHEA_35675,product,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.CCCCCCCCCCCCCC(=O)[C@@H]([NH3+])CO.O=C=O,clash_filtered:4/5
train__train_771__RHEA_35679,reactant,CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-].[H+].[NH3+][C@@H](CO)C(=O)[O-],clash_all
train__train_771__RHEA_35679,product,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.CCCCCCCCCCCC(=O)[C@@H]([NH3+])CO.O=C=O,clash_filtered:4/5
train__train_772__RHEA_68304,both,,missing_smiles
train__train_772__RHEA_68696,reactant,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OS(=O)(=O)[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O.[H][C@@]12CCC3=C(C=CC(O[C@@H]4O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]4O)=C3)[C@@]1([H])CC[C@]1(C)[C@@H](O)CC[C@@]21[H],clash_filtered:1/5
train__train_772__RHEA_68696,product,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O.[H+].[H][C@@]12CCC3=C(C=CC(O[C@@H]4O[C@H](C(=O)[O-])[C@@H](O)[C@H](OS(=O)(=O)[O-])[C@H]4O)=C3)[C@@]1([H])CC[C@]1(C)[C@@H](O)CC[C@@]21[H],clash_filtered:2/5
train__train_772__RHEA_68660,reactant,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OS(=O)(=O)[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O.[H][C@@]12CCC3=C(C=CC(O[C@@H]4O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]4O)=C3)[C@@]1([H])CC[C@]1(C)[C@@H](OS(=O)(=O)[O-])CC[C@@]21[H],clash_filtered:4/5
train__train_772__RHEA_68660,product,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O.[H+].[H][C@@]12CCC3=C(C=CC(O[C@@H]4O[C@H](C(=O)[O-])[C@@H](O)[C@H](OS(=O)(=O)[O-])[C@H]4O)=C3)[C@@]1([H])CC[C@]1(C)[C@@H](OS(=O)(=O)[O-])CC[C@@]21[H],clash_filtered:2/5
train__train_772__RHEA_68664,reactant,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OS(=O)(=O)[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O.[H][C@@]12CCC3=C(C=CC(O)=C3)[C@@]1([H])CC[C@]1(C)[C@@H](O[C@@H]3O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]3O)CC[C@@]21[H],clash_filtered:3/5
train__train_772__RHEA_68664,product,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O.[H+].[H][C@@]12CCC3=C(C=CC(O)=C3)[C@@]1([H])CC[C@]1(C)[C@@H](O[C@@H]3O[C@H](C(=O)[O-])[C@@H](O)[C@H](OS(=O)(=O)[O-])[C@H]3O)CC[C@@]21[H],clash_filtered:3/5
train__train_772__RHEA_68668,reactant,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OS(=O)(=O)[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O.[H][C@@]12CCC3=C(C=CC(O[C@@H]4O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]4O)=C3)[C@@]1([H])CC[C@]1(C)[C@@H](O)[C@H](O)C[C@@]21[H],clash_filtered:3/5
train__train_772__RHEA_68668,product,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O.[H+].[H][C@@]12CCC3=C(C=CC(O[C@@H]4O[C@H](C(=O)[O-])[C@@H](O)[C@H](OS(=O)(=O)[O-])[C@H]4O)=C3)[C@@]1([H])CC[C@]1(C)[C@@H](O)[C@H](O)C[C@@]21[H],clash_filtered:3/5
train__train_772__RHEA_68672,reactant,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OS(=O)(=O)[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O.[H][C@@]12CCC3=C(C=CC(O)=C3)[C@@]1([H])CC[C@]1(C)[C@@H](O)[C@H](O[C@@H]3O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]3O)C[C@@]21[H],clash_filtered:1/5
train__train_772__RHEA_68672,product,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O.[H+].[H][C@@]12CCC3=C(C=CC(O)=C3)[C@@]1([H])CC[C@]1(C)[C@@H](O)[C@H](O[C@@H]3O[C@H](C(=O)[O-])[C@@H](O)[C@H](OS(=O)(=O)[O-])[C@H]3O)C[C@@]21[H],clash_filtered:2/5
train__train_772__RHEA_68700,reactant,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OS(=O)(=O)[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O.[H][C@@]12CCC3=C(C=CC(O)=C3)[C@@]1([H])CC[C@]1(C)[C@@H](O[C@@H]3O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)C[C@@]21[H],clash_filtered:3/5
train__train_772__RHEA_68700,product,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O.[H+].[H][C@@]12CCC3=C(C=CC(O)=C3)[C@@]1([H])CC[C@]1(C)[C@@H](O[C@@H]3O[C@H](C(=O)[O-])[C@@H](O)[C@H](OS(=O)(=O)[O-])[C@H]3O)[C@H](O)C[C@@]21[H],clash_filtered:3/5
train__train_772__RHEA_68676,product,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O.[H+].[H][C@@]12CCC3=C(C=CC(O[C@@H]4O[C@H](C(=O)[O-])[C@@H](O)[C@H](OS(=O)(=O)[O-])[C@H]4O)=C3)[C@@]1([H])CC[C@]1(C)C(=O)CC[C@@]21[H],clash_filtered:2/5
train__train_772__RHEA_68680,reactant,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OS(=O)(=O)[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O.[H][C@]12CC[C@]3([H])[C@]([H])(CC[C@@]4(C)[C@@]3([H])CC[C@]4([H])[C@H](C)O)[C@@]1(C)CC[C@@H](O[C@@H]1O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]1O)C2,clash_filtered:1/5
train__train_772__RHEA_68680,product,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O.[H+].[H][C@]12CC[C@]3([H])[C@]([H])(CC[C@@]4(C)[C@@]3([H])CC[C@]4([H])[C@H](C)O)[C@@]1(C)CC[C@@H](O[C@@H]1O[C@H](C(=O)[O-])[C@@H](O)[C@H](OS(=O)(=O)[O-])[C@H]1O)C2,clash_filtered:1/5
train__train_772__RHEA_68684,product,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O.[H+].[H][C@@]12CCC3=CC(=O)CC[C@]3(C)[C@@]1([H])CC[C@]1(C)[C@@H](O[C@@H]3O[C@H](C(=O)[O-])[C@@H](O)[C@H](OS(=O)(=O)[O-])[C@H]3O)CC[C@@]21[H],clash_filtered:2/5
train__train_772__RHEA_68688,reactant,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OS(=O)(=O)[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O.[H][C@@]12CC=C3C[C@@H](O[C@@H]4O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]4O)CC[C@]3(C)[C@@]1([H])CC[C@]1(C)C(=O)CC[C@@]21[H],clash_filtered:1/5
train__train_772__RHEA_68688,product,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O.[H+].[H][C@@]12CC=C3C[C@@H](O[C@@H]4O[C@H](C(=O)[O-])[C@@H](O)[C@H](OS(=O)(=O)[O-])[C@H]4O)CC[C@]3(C)[C@@]1([H])CC[C@]1(C)C(=O)CC[C@@]21[H],clash_filtered:2/5
train__train_772__RHEA_68692,reactant,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OS(=O)(=O)[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O.[H][C@]12CC[C@@]3([H])[C@]4([H])CC[C@](O)(C(=O)[O-])[C@@]4(C)CC(=O)[C@]3([H])[C@@]1(C)CC[C@@H](O[C@@H]1O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]1O)C2,clash_filtered:2/5
train__train_772__RHEA_68692,product,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O.[H+].[H][C@]12CC[C@@]3([H])[C@]4([H])CC[C@](O)(C(=O)[O-])[C@@]4(C)CC(=O)[C@]3([H])[C@@]1(C)CC[C@@H](O[C@@H]1O[C@H](C(=O)[O-])[C@@H](O)[C@H](OS(=O)(=O)[O-])[C@H]1O)C2,clash_filtered:3/5
train__train_772__RHEA_68704,reactant,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OS(=O)(=O)[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O.[H][C@]12CC[C@]3([H])[C@]([H])(CC[C@]4(C)C(=O)CC[C@@]34[H])[C@@]1(C)CC[C@@H](O[C@@H]1O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]1O)C2,clash_filtered:2/5
train__train_772__RHEA_68704,product,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O.[H+].[H][C@]12CC[C@]3([H])[C@]([H])(CC[C@]4(C)C(=O)CC[C@@]34[H])[C@@]1(C)CC[C@@H](O[C@@H]1O[C@H](C(=O)[O-])[C@@H](O)[C@H](OS(=O)(=O)[O-])[C@H]1O)C2,clash_filtered:1/5
train__train_773__RHEA_19897,reactant,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.NC(=[NH2+])NCCC[C@H]([NH3+])C(=O)[O-].NC(=[NH2+])NCCC[C@H]([NH3+])C(=O)[O-].O=O.O=O.O=O.O=O.[H+],clash_all
train__train_773__RHEA_19897,product,NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)=C1.NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)=C1.NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)=C1.NC(=O)NCCC[C@H]([NH3+])C(=O)[O-].NC(=O)NCCC[C@H]([NH3+])C(=O)[O-].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[N]=O.[N]=O,clash_all
train__train_775__RHEA_17989,reactant,*N[C@@H](CO)C(*)=O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,dummy_atom
train__train_775__RHEA_17989,product,*N[C@@H](COP(=O)([O-])[O-])C(*)=O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+],dummy_atom
train__train_775__RHEA_46608,reactant,*N[C@H](C(*)=O)[C@@H](C)O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,dummy_atom
train__train_775__RHEA_46608,product,*N[C@H](C(*)=O)[C@@H](C)OP(=O)([O-])[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+],dummy_atom
train__train_776__RHEA_17149,reactant,*[H].CC1=C(C)C=C2C(=C1)NC1=C(NC(=O)NC1=O)N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].O=O,dummy_atom
train__train_776__RHEA_17149,product,*O.CC1=C(C)C=C2C(=C1)/N=C1/C(=O)[N-]C(=O)N=C1N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].[H+].[H]O[H],dummy_atom
train__train_777__RHEA_17149,reactant,*[H].CC1=C(C)C=C2C(=C1)NC1=C(NC(=O)NC1=O)N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].O=O,dummy_atom
train__train_777__RHEA_17149,product,*O.CC1=C(C)C=C2C(=C1)/N=C1/C(=O)[N-]C(=O)N=C1N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].[H+].[H]O[H],dummy_atom
train__train_778__RHEA_16829,reactant,O=O.[1*]C([H])=O.[H]O[H],dummy_atom
train__train_778__RHEA_16829,product,[1*]C(=O)[O-].[H+].[H]OO[H],dummy_atom
train__train_778__RHEA_56736,reactant,O=O.[H]C(=O)C=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C.[H]O[H],clash_filtered:1/5
train__train_779__RHEA_17989,reactant,*N[C@@H](CO)C(*)=O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,dummy_atom
train__train_779__RHEA_17989,product,*N[C@@H](COP(=O)([O-])[O-])C(*)=O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+],dummy_atom
train__train_779__RHEA_46608,reactant,*N[C@H](C(*)=O)[C@@H](C)O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,dummy_atom
train__train_779__RHEA_46608,product,*N[C@H](C(*)=O)[C@@H](C)OP(=O)([O-])[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+],dummy_atom
train__train_780__RHEA_17989,reactant,*N[C@@H](CO)C(*)=O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,dummy_atom
train__train_780__RHEA_17989,product,*N[C@@H](COP(=O)([O-])[O-])C(*)=O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+],dummy_atom
train__train_780__RHEA_46608,reactant,*N[C@H](C(*)=O)[C@@H](C)O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,dummy_atom
train__train_780__RHEA_46608,product,*N[C@H](C(*)=O)[C@@H](C)OP(=O)([O-])[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+],dummy_atom
train__train_781__RHEA_10596,reactant,*N[C@@H](CC1=CC=C(O)C=C1)C(*)=O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,dummy_atom
train__train_781__RHEA_10596,product,*N[C@@H](CC1=CC=C(OP(=O)([O-])[O-])C=C1)C(*)=O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+],dummy_atom
train__train_782__RHEA_38583,reactant,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[1*]C(=O)OC[C@]([H])(COP(=O)([O-])OCC[N+](C)(C)C)OC([2*])=O.[H]O[H],dummy_atom
train__train_782__RHEA_38583,product,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O.[1*]C(=O)OC[C@]([H])(COP(=O)([O-])OCC[N+](C)(C)C)OC([2*])=O.[H+],dummy_atom
train__train_782__RHEA_66036,reactant,*C(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)/C=C/CCCCCCCCCCCCC.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H]O[H],dummy_atom
train__train_782__RHEA_66036,product,*C(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)/C=C/CCCCCCCCCCCCC.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O.[H+],dummy_atom
train__train_783__RHEA_17989,reactant,*N[C@@H](CO)C(*)=O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,dummy_atom
train__train_783__RHEA_17989,product,*N[C@@H](COP(=O)([O-])[O-])C(*)=O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+],dummy_atom
train__train_783__RHEA_46608,reactant,*N[C@H](C(*)=O)[C@@H](C)O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,dummy_atom
train__train_783__RHEA_46608,product,*N[C@H](C(*)=O)[C@@H](C)OP(=O)([O-])[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+],dummy_atom
train__train_784__RHEA_17989,reactant,*N[C@@H](CO)C(*)=O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,dummy_atom
train__train_784__RHEA_17989,product,*N[C@@H](COP(=O)([O-])[O-])C(*)=O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+],dummy_atom
train__train_784__RHEA_46608,reactant,*N[C@H](C(*)=O)[C@@H](C)O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,dummy_atom
train__train_784__RHEA_46608,product,*N[C@H](C(*)=O)[C@@H](C)OP(=O)([O-])[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+],dummy_atom
train__train_785__RHEA_60276,reactant,*N[C@@H](CCCC[NH3+])C(*)=O.C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O.C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O.C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O,dummy_atom
train__train_785__RHEA_60276,product,*N[C@@H](CCCC[N+](C)(C)C)C(*)=O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.[H+].[H+].[H+],dummy_atom
train__train_786__RHEA_17989,reactant,*N[C@@H](CO)C(*)=O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,dummy_atom
train__train_786__RHEA_17989,product,*N[C@@H](COP(=O)([O-])[O-])C(*)=O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+],dummy_atom
train__train_786__RHEA_46608,reactant,*N[C@H](C(*)=O)[C@@H](C)O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,dummy_atom
train__train_786__RHEA_46608,product,*N[C@H](C(*)=O)[C@@H](C)OP(=O)([O-])[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+],dummy_atom
train__train_787__RHEA_53432,reactant,*O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1NC(C)=O.O=C1C=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)C(=O)N1,dummy_atom
train__train_787__RHEA_53432,product,*O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H]1NC(C)=O.O=C1C=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)C(=O)N1.[H+],dummy_atom
train__train_787__RHEA_16045,reactant,*C(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)/C=C/CCCCCCCCCCCCC.O=C1C=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)C(=O)N1,dummy_atom
train__train_787__RHEA_16045,product,*C(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)/C=C/CCCCCCCCCCCCC.O=C1C=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)C(=O)N1.[H+],dummy_atom
train__train_787__RHEA_41936,reactant,*C(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5NC(C)=O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)/C=C/CCCCCCCCCCCCC.O=C1C=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)C(=O)N1,dummy_atom
train__train_787__RHEA_41936,product,*C(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@H]5NC(C)=O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)/C=C/CCCCCCCCCCCCC.O=C1C=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)C(=O)N1.[H+],dummy_atom
